epoch,loss
1,0.774542905133346
2,0.36389199765934344
3,0.20940386844777512
4,0.1460771039984692
5,0.11777955583971123
6,0.10306687350759561
7,0.09317680454288406
8,0.0863069006766396
9,0.08186293139026082
10,0.07558831365286618
11,0.0716051590853724
12,0.07102125758497879
13,0.06780045205491712
14,0.0655522674493406
15,0.06256185120035862
16,0.06117025770075705
17,0.059731479100454815
18,0.05657763407490719
19,0.05436705236976174
20,0.05229600760871651
21,0.051407846547235014
22,0.049419683671888266
23,0.049287474793435516
24,0.047280826483821044
25,0.04651994350227131
26,0.045850217470834995
27,0.04340940244581507
28,0.04408013759844605
29,0.042692058666170325
30,0.04069666254880099
31,0.04194144933302512
32,0.041245753425119935
33,0.03959919683121402
34,0.03869893740134678
35,0.03972811140976418
36,0.038150430993102065
37,0.03800260592037919
38,0.037894350590034466
39,0.037140808961000936
40,0.036650774857007906
41,0.03790691658083735
42,0.03538116191396083
43,0.03592380984932527
44,0.03599065042090142
45,0.03545392037465655
46,0.03403066289397064
47,0.03549688231071522
48,0.03496547452677255
49,0.03367743146573675
50,0.03463602351645629
51,0.03371802058028078
52,0.03382374112033981
53,0.03393024942227479
54,0.03279982225905204
55,0.03289674425861616
56,0.03253098355884525
57,0.03406037483096722
58,0.03323032995578887
59,0.0321366340992437
60,0.03273424675752377
61,0.03355068598670521
62,0.03286718565799381
63,0.03266546358407914
64,0.031451924350754966
65,0.031516943649313914
66,0.030876338687436333
67,0.03091562671222906
68,0.03229345782477965
69,0.03272029709970129
70,0.030575415689027174
71,0.03096324420780286
72,0.03138739340349861
73,0.03225137132765918
74,0.03155340222620416
75,0.030972490283585657
76,0.03059760290572698
77,0.031267668272572005
78,0.03085277966469869
79,0.030010186401249347
80,0.0308390482339537
81,0.03153485439546492
82,0.031357785609775576
83,0.03005173166507277
84,0.030240793598965667
85,0.030748223307831533
86,0.029830230409868232
87,0.029587227907888165
88,0.03142984569442041
89,0.030054824810004096
90,0.029700177411238354
91,0.03027285018443376
92,0.030405500432711906
93,0.030082616484028168
94,0.029205660095930785
95,0.029793603705434962
96,0.02916332304306414
97,0.028949856338487276
98,0.030631682495104857
99,0.03021047145299528
100,0.02926782837201809
